ID_REF	NC00007271	NC00007303	NC00007323	NC00007337	NC00007413	NC00007462	NC00007472	NC00007521	NC00007536	NC00007563	NC00007600	NC00007635	NC00007713	NC00007721	NC00007273	NC00007275	NC00007301	NC00007305	NC00007307	NC00007311	NC00007313	NC00007315	NC00007317	NC00007321	NC00007335	NC00007341	NC00007343	NC00007345	NC00007347	NC00007353	NC00007357	NC00007365	NC00007367	NC00007371	NC00007373	NC00007401	NC00007403	NC00007405	NC00007407	NC00007411	NC00007417	NC00007421	NC00007445	NC00007456	NC00007463	NC00007467	NC00007477	NC00007507	NC00007511	NC00007517	NC00007525	NC00007531	NC00007532	NC00007534	NC00007541	NC00007543	NC00007545	NC00007553	NC00007554	NC00007561	NC00007570	NC00007605	NC00007613	NC00007615	NC00007643	NC00007647	NC00007663	NC00007673	NC00007675	NC00007717	NC00007737	NC00007277	NC00007327	NC00007331	NC00007333	NC00007351	NC00007355	NC00007362	NC00007363	NC00007375	NC00007377	NC00007423	NC00007425	NC00007427	NC00007431	NC00007436	NC00007441	NC00007450	NC00007451	NC00007453	NC00007460	NC00007465	NC00007473	NC00007475	NC00007501	NC00007503	NC00007505	NC00007512	NC00007526	NC00007547	NC00007551	NC00007564	NC00007575	NC00007603	NC00007607	NC00007611	NC00007617	NC00007621	NC00007623	NC00007625	NC00007627	NC00007631	NC00007633	NC00007637	NC00007641	NC00007645	NC00007651	NC00007653	NC00007655	NC00007657	NC00007661	NC00007665	NC00007667	NC00007671	NC00007677	NC00007701	NC00007705	NC00007707	NC00007715	NC00007723	NC00007725	NC00007727	NC00007731	NC00007733	NC00007735	NC00007741
hsa-miR-3173-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0
hsa-miR-3180-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	3	0	0	0	0	0	0	0	0	0	538	98	0	0	0	0	0	0	0	0	0
hsa-miR-3200-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	1	0	1386	0	0	0	0	0	0	0	0	0	0	0	555	145	0	0	0	0	0	0	0	214	88	683	337	0	0	0	0	0	0	0	0	0
hsa-miR-320a	245.833333333333	423.666666666667	814.533333333333	0	1393.3	331.666666666667	0	1	0	0	0	267	194.666666666667	378.833333333333	437.033333333333	307.583333333333	0	78.6666666666667	593.25	155.666666666667	0	0	78	93.3333333333333	715.666666666667	67.8666666666667	228.666666666667	0	843.333333333334	114.916666666667	259.166666666667	1	314.25	102.666666666667	0	382.533333333333	721.950000000001	1150.08333333333	0	282	262.166666666667	65.25	0.333333333333333	45	313	63.5833333333333	0	0	33.6666666666667	0	0	369.166666666666	0	303	0	0	69	0	0	348	1515.53333333333	1260.36666666667	148.116666666667	1.33333333333333	31	1	2962.90476190476	1.33333333333333	145.5	31.6666666666667	156	0	90	643.583333333334	864.5	0	1.66666666666667	0	1	0	0	0	51.8666666666667	381.783333333333	0	680.458333333334	68.25	0	0	2074	0	0	221.583333333333	0	0.333333333333333	0	232.5	301.833333333333	59.3333333333333	167	846.333333333334	0	1367	475	431.666666666667	0	1	0	69.5333333333333	425.2	134.116666666667	1	72	0	7697.79047619047	3202.48571428572	0	0	1.33333333333333	0	1618.04761904762	0	0	1170.25	1225.47619047619	2666.33333333333	938.076190476191	142.583333333333	248	0	3.33333333333333	0	318.666666666667	0	938.916666666667	1.66666666666667
hsa-miR-320b	245.833333333333	99.6666666666667	814.533333333333	0	1392.3	3.16666666666667	0	1	0	0	0	119	194.666666666667	147.833333333333	246.033333333333	106.583333333333	0	78.6666666666667	135.25	155.666666666667	0	0	78	93.3333333333333	715.666666666667	67.8666666666667	0.666666666666667	0	843.333333333334	55.9166666666667	127.166666666667	40	171.25	63.6666666666667	0	152.533333333333	721.950000000001	1150.08333333333	0	280	262.166666666667	65.25	0.333333333333333	45	0	63.5833333333333	0	0	33.6666666666667	0	0	296.166666666666	0	1	0	0	69	0	0	166	850.533333333334	568.366666666667	148.116666666667	1.33333333333333	31	0	51.9047619047619	1.33333333333333	145.5	31.6666666666667	0	0	0	643.583333333334	636.5	0	0.666666666666667	0	1	0	0	0	51.8666666666667	379.783333333333	0	252.458333333333	68.25	0	0	77	0	0	221.583333333333	0	0.333333333333333	0	232.5	301.833333333333	59.3333333333333	0	313.333333333333	0	0	89	108.666666666667	0	1	0	69.5333333333333	70.2	134.116666666667	0	72	0	573.290476190477	289.985714285714	0	0	1.33333333333333	0	82.047619047619	0	0	188.25	115.47619047619	183.333333333333	43.0761904761905	38.5833333333333	61	0	0.333333333333333	0	92.6666666666667	0	134.916666666667	0.666666666666667
hsa-miR-320c	0.5	0	0.2	0	1.3	0	0	0	0	0	0	70.5	0	0	30.8666666666667	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	20	0	0	0	0.2	0.2	0	0	0	0.5	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	2.2	0	0	0	51.5714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0.125	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.2	0.7	0.2	0	0.5	0	60.4571428571429	21.4857142857143	0	0	0	0	25.7142857142857	0	0	0	0.142857142857143	26.5	42.7428571428572	0	0	0	0	0	0	0	0	0
hsa-miR-320d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.5714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.8571428571429	21.2857142857143	0	0	0	0	25.7142857142857	0	0	0	0.142857142857143	26	0.142857142857143	0	0	0	0	0	0	0	0	0
hsa-miR-320e	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.25	0	0	0.25	0	0	0	0	0	1	0	0	0	1	0.25	0.5	0	0.25	0	0	0	0.75	1.75	0	0	0.5	0.25	0	0	0	0.25	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	2.5	0.25	0	0	0	0	0	0.5	0	0	0	0	0.25	1.5	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0.25	0
hsa-miR-323a-3p	0	0	468	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	38	0	0	155	0	0	0	0	0	0	0	0	0	0	0	1449	620	0	0	0	0	726	0	0	342	119	778	0	0	0	0	0	0	0	0	0	0
hsa-miR-323a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323b-3p	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	233	0	0	0	0	484	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	1237	894	0	0	0	0	1	0	0	0	0	769	0	0	0	0	0	0	109	0	0	0
hsa-miR-324-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	1	97	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	309	0	0	0	0	120	0	0	1	0	559	1	0	0	0	0	0	5	0	0	0
hsa-miR-326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	0	0	0	0	0	0	0	0	0	1317	0	0	0	0	0	0	0	0	101	0	1140	0	0	0	0	0	0	0	0	0	0
hsa-miR-328-3p	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	0	0	0	0	2404	1	0	0	0	178	71	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	0	102	0	1142	0	0	0	0	0	0	0	0	0	0	0	2373	671	0	0	0	0	1047	0	0	213	348	1204	0	0	0	0	0	0	72	0	0	0
hsa-miR-329-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.5	0	0	0	0	0	100	0	0	0	100.5	41	0	0	0	0	0	0	0	0	0	0
hsa-miR-329-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0
hsa-miR-330-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	2152	638	0	0	0	0	1	0	0	214	625	0	337	0	0	0	0	0	236	0	0	0
hsa-miR-330-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2235	0	0	0	0	0	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	1365	0	2	0	0	0	0	0	0	0	0	0	0	0	2325	1508	0	0	0	0	2	0	0	344	155	611	280	0	0	0	0	0	223	0	0	0
hsa-miR-331-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	0	68	0	172	0	0	0	0	0	0	0	0	0	0	0	3180	1228	0	0	0	0	101	0	0	513	761	763	176	0	0	0	422	0	216	0	0	0
hsa-miR-331-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0
hsa-miR-335-3p	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	10	0	1141	795	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	137	0	0
hsa-miR-335-5p	0	72	0	0	443	1	0	196	0	0	0	0	854	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	2	0	0	0	0	1	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	101	74	0	322	0	0	0	0	0	0	0	0	0	1	0	77	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0	1	132	0	0	0	0	377	0	609	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	117	0	444	0	0	0	240	275	0	331	0	0	0	0	0	0	277	0
hsa-miR-338-3p	0	0	0	0	16	0	224	0	0	0	0	1	305	0	2	0	0	695	2	0	0	0	0	0	0	0	163	0	0	165	166	0	0	0	0	275	0	0	0	0	0	141	96	335	0	0	0	177	0	0	2	0	0	0	0	72	0	0	0	188	11991	0	0	0	84	0	15142	1	1	0	0	0	197	377	0	0	0	0	0	0	0	0	0	636	0	596	0	0	0	9872	78	0	0	0	0	0	0	0	0	0	8483	0	8697	0	0	0	0	0	0	0	0	0	79	0	53958	23201	0	0	0	0	7028	0	0	3272	6357	17667	2325	0	0	0	0	0	297	0	364	130
hsa-miR-338-5p	276	43	393	0	553	398	0	0	0	0	0	0	2	117	0	65	0	0	0	410	0	0	0	0	0	0	0	0	102	44	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	190	0	0	0	0	0	0	0	0	0	44	178	0	0	0	1902	0	0	0	86	0	3152	0	0	0	0	169	0	446	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	2456	0	0	0	0	0	0	253	0	0	0	440	33	2530	0	0	0	0	0	0	0	0	0	60	0	16249	5484	0	0	0	0	2837	0	0	1468	1889	4075	879	0	0	84	0	0	366	167	0	0
hsa-miR-339-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	0	0	0	747	0	0	2	395	300	0	0	0	0	0	102	0	0	0	0
hsa-miR-339-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	330	0	0	0	0	0	0	0	0	107	109	0	0	0	0	0	0	0	0	0	0
hsa-miR-33a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-33a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	123	0	0	80	169	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-33b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-33b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	78	0	2	0	0	0	0	0	0	0	0	0	0	0	357	203	0	0	0	0	72	0	0	0	1	261	57	0	0	0	0	0	0	0	0	0
hsa-miR-340-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2536	397	0	0	0	0	1	0	0	1	232	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-340-5p	301	260	346	0	433	296	0	0	0	0	0	0	242	0	0	212	0	276	2	281	0	0	0	0	1	0	0	0	0	0	0	0	0	80	0	0	363	0	0	121	0	225	0	0	0	0	0	0	0	0	0	370	0	270	0	0	343	0	68	247	17204	811	0	2	0	56	23401	1	97	61	131	0	91	1	0	0	2	0	0	0	0	112	365	1464	0	0	0	0	0	13824	0	0	0	0	285	0	408	0	139	0	7881	0	13716	0	0	0	21	0	0	80	0	0	0	0	65374	22404	0	0	69	0	10414	0	0	4027	6349	24693	3022	0	0	0	2	0	1206	0	356	0
hsa-miR-342-3p	0	0	0	0	0	629	0	0	0	0	0	388	0	216	247	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	146	0	0	266	0	247	0	0	0	0	0	0	0	214	0	0	0	0	344	324	0	0	0	0	0	0	0	0	2641	0	0	0	72	0	4759	1	1	0	0	205	0	590	186	0	0	0	0	0	0	0	200	432	107	0	0	0	0	5202	0	0	0	41	0	0	204	0	400	0	4196	108	1908	0	0	0	0	722	0	1261	0	0	0	207	15470	7388	0	0	0	0	2078	0	0	538	1882	7436	1407	0	107	125	0	0	0	205	151	0
hsa-miR-342-5p	0	113	0	0	504	1	0	0	0	0	0	0	1	277	244	190	0	0	0	0	0	0	0	0	382	0	1	0	0	0	0	0	0	0	0	241	0	0	0	1	0	0	0	74	0	0	0	132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	76	0	0	0	0	0	0	0	0	0	1	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-345-5p	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	260	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	445	0	0	0	0	0	945	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	229	0	187	0	503	0	0	0	0	0	0	146	0	0	0	0	1179	772	0	0	0	0	1	0	0	1	144	221	157	0	158	0	0	0	0	0	0	0
hsa-miR-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	184	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0
hsa-miR-34a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	49	0	0	753	0	0	69	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	741	89	0	0	0	0	0	0	0	0	0	1317	0	892	0	0	0	0	0	0	0	0	0	0	0	6086	1332	0	0	0	0	499	0	0	105	381	655	150	0	0	0	0	0	0	0	0	0
hsa-miR-34b-3p	0	0	0	0	560	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	69	217	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	278	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0
hsa-miR-34b-5p	0	0	0	0	0.5	0	0	0	0	0	0	0	192	0	2.5	204	0	0	692	0	0	0	0	0	0	0	3	0	0	64	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
